question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,difficulty,topic,source
Quel mot-clé permet d'exécuter du code après un begin/rescue quoi qu'il arrive ?,ensure,finally,always,after,Ruby,medium,ruby_errors_debugging,Web Dev & IA Quiz
Quelle erreur apparaît souvent quand on appelle une méthode inexistante ?,NoMethodError,SyntaxError,NameError,TypeCSS,Ruby,easy,ruby_errors_debugging,Web Dev & IA Quiz
Quelle erreur apparaît souvent quand Ruby ne comprend pas le code écrit ?,SyntaxError,NoMethodError,ZeroDivision,LoadError,Ruby,easy,ruby_errors_debugging,Web Dev & IA Quiz
Quelle erreur apparaît souvent quand une constante n'existe pas ?,NameError,NoMethodError,ArgumentError,RouteError,Ruby,medium,ruby_errors_debugging,Web Dev & IA Quiz
Quelle erreur peut apparaître avec un mauvais nombre d'arguments ?,ArgumentError,SyntaxError,LoadError,KeyErrorCSS,Ruby,medium,ruby_errors_debugging,Web Dev & IA Quiz
Quelle erreur peut apparaître si un fichier requis est introuvable ?,LoadError,NoFileCSS,MissingGemHTML,ImportErrorRuby,Ruby,medium,ruby_errors_debugging,Web Dev & IA Quiz
Pourquoi lire le message d'erreur complet ?,Il donne souvent le type d'erreur et la ligne concernée,Il est toujours inutile,Il corrige automatiquement le bug,Il remplace les tests,Ruby,easy,ruby_errors_debugging,Web Dev & IA Quiz
Quelle commande peut ouvrir une console Ruby interactive ?,irb,ruby console,rails html,git ruby,Ruby,easy,ruby_errors_debugging,Web Dev & IA Quiz
Quel outil moderne peut aider à déboguer Ruby avec des points d'arrêt ?,debug,css_debug,git_break,html_pause,Ruby,medium,ruby_errors_debugging,Web Dev & IA Quiz
Pourquoi isoler un bug dans un petit exemple ?,Pour réduire les causes possibles,Pour cacher l'erreur,Pour éviter de comprendre,Pour supprimer les logs,Ruby,medium,ruby_errors_debugging,Web Dev & IA Quiz
Quel risque existe à rescue StandardError sans traitement clair ?,Masquer un vrai bug,Accélérer le code,Transformer l'erreur en CSS,Créer une méthode,Ruby,hard,ruby_errors_debugging,Web Dev & IA Quiz
Pourquoi éviter rescue Exception dans la plupart des cas ?,Il capture aussi des exceptions système qu'on ne veut pas forcément gérer,Il ne capture rien,Il est obligatoire,Il transforme tout en nil,Ruby,hard,ruby_errors_debugging,Web Dev & IA Quiz
Que fait puts dans une démarche de débogage simple ?,Affiche des valeurs pour suivre l'exécution,Arrête le programme,Corrige une exception,Installe une gem,Ruby,easy,ruby_errors_debugging,Web Dev & IA Quiz
Pourquoi les tests aident-ils au debugging ?,Ils reproduisent le problème et vérifient la correction,Ils remplacent toute lecture du code,Ils empêchent toutes les erreurs futures,Ils suppriment les exceptions,Ruby,medium,ruby_errors_debugging,Web Dev & IA Quiz
Quelle stratégie est utile face à une erreur nil ?,Identifier quelle expression retourne nil,Ajouter nil partout,Supprimer la condition,Ignorer l'erreur,Ruby,medium,ruby_errors_debugging,Web Dev & IA Quiz
Que signifie undefined method `name' for nil:NilClass ?,On appelle name sur nil,La méthode name est trop longue,La classe NilClass manque de CSS,Le fichier name.rb manque,Ruby,medium,ruby_errors_debugging,Web Dev & IA Quiz
Pourquoi vérifier les entrées d'une méthode avant de déboguer le corps ?,Le bug vient souvent de données inattendues,Les entrées sont toujours correctes,Ruby ignore les arguments,Cela désactive les erreurs,Ruby,hard,ruby_errors_debugging,Web Dev & IA Quiz
Quelle bonne pratique suit une correction de bug ?,Ajouter ou adapter un test si possible,Supprimer les logs seulement,Renommer toutes les variables,Faire un commit vide,Ruby,hard,ruby_errors_debugging,Web Dev & IA Quiz
Quelle classe Ruby permet de manipuler des fichiers ?,File,Document,FolderFile,RubyFileOnly,Ruby,easy,ruby_files_data,Web Dev & IA Quiz
Quelle méthode lit tout le contenu d'un fichier ?,File.read,File.get,File.load_all,File.text,Ruby,easy,ruby_files_data,Web Dev & IA Quiz
Quelle méthode ouvre un fichier avec un bloc ?,File.open,File.start,File.begin,File.use,Ruby,easy,ruby_files_data,Web Dev & IA Quiz
Quel mode ouvre un fichier en lecture ?,r,w,a,x,Ruby,easy,ruby_files_data,Web Dev & IA Quiz
Quel mode ouvre un fichier en écriture en écrasant le contenu ?,w,r,a,read,Ruby,medium,ruby_files_data,Web Dev & IA Quiz
Quel mode ajoute du contenu à la fin d'un fichier ?,a,w,r,append_only!,Ruby,medium,ruby_files_data,Web Dev & IA Quiz
Pourquoi utiliser un bloc avec File.open ?,Pour fermer automatiquement le fichier après usage,Pour convertir le fichier en Hash,Pour éviter toute exception,Pour rendre le fichier public,Ruby,medium,ruby_files_data,Web Dev & IA Quiz
Quelle librairie Ruby standard permet souvent de manipuler du JSON ?,json,ruby_json_only,data_json,http_json,Ruby,easy,ruby_files_data,Web Dev & IA Quiz
Quelle méthode convertit une chaîne JSON en structure Ruby ?,JSON.parse,JSON.stringify,JSON.read_file,JSON.to_ruby!,Ruby,medium,ruby_files_data,Web Dev & IA Quiz
Quelle méthode convertit une structure Ruby en chaîne JSON ?,to_json,parse_json,from_json,jsonify! only,Ruby,medium,ruby_files_data,Web Dev & IA Quiz
Quelle classe Ruby représente souvent une date ?,Date,Calendar,DayObject,TimeDate,Ruby,easy,ruby_files_data,Web Dev & IA Quiz
Quelle classe Ruby représente souvent une date et une heure ?,Time,DateOnly,ClockString,Hour,Ruby,easy,ruby_files_data,Web Dev & IA Quiz
Quelle méthode peut donner l'heure actuelle ?,Time.now,Date.current_time_only,Clock.now!,Now.time,Ruby,easy,ruby_files_data,Web Dev & IA Quiz
À quoi sert une expression régulière ?,À rechercher ou valider des motifs dans du texte,À créer une base SQL,À styliser une page,À gérer Git,Ruby,medium,ruby_files_data,Web Dev & IA Quiz
Quelle syntaxe Ruby représente une regex simple ?,/abc/,<abc>,regex(abc),[abc regex],Ruby,medium,ruby_files_data,Web Dev & IA Quiz
Que fait match? sur une regex ?,Teste si un texte correspond au motif,Remplace le texte,Supprime la regex,Transforme en tableau,Ruby,medium,ruby_files_data,Web Dev & IA Quiz
Pourquoi éviter des regex trop complexes ?,Elles deviennent difficiles à lire et maintenir,Ruby les interdit,Elles suppriment les fichiers,Elles remplacent les tests,Ruby,hard,ruby_files_data,Web Dev & IA Quiz
Quel risque existe quand on parse du JSON externe ?,Les données peuvent ne pas avoir la structure attendue,JSON est toujours valide,Ruby corrige automatiquement tout,Les clés deviennent toujours des symboles,Ruby,hard,ruby_files_data,Web Dev & IA Quiz
Pourquoi gérer les erreurs lors de la lecture d'un fichier ?,Le fichier peut être absent ou inaccessible,File.read ne peut jamais échouer,Ruby crée le fichier automatiquement,Le terminal corrige le chemin,Ruby,hard,ruby_files_data,Web Dev & IA Quiz
Pourquoi ne pas écrire de données sensibles dans un fichier non protégé ?,Elles peuvent être lues ou partagées par erreur,Ruby chiffre tout automatiquement,Git ignore tous les fichiers texte,JSON masque les secrets,Ruby,hard,ruby_files_data,Web Dev & IA Quiz
Quel mot-clé JavaScript déclare une variable réassignable moderne ?,let,const,var,static,JavaScript,easy,js_variables_types,Web Dev & IA Quiz
Quel mot-clé JavaScript déclare une valeur qui ne doit pas être réassignée ?,const,let,var,mutable,JavaScript,easy,js_variables_types,Web Dev & IA Quiz
Quel ancien mot-clé permet aussi de déclarer une variable ?,var,let,const,define,JavaScript,easy,js_variables_types,Web Dev & IA Quiz
Quel type JavaScript représente du texte ?,string,text,char,varchar,JavaScript,easy,js_variables_types,Web Dev & IA Quiz
Quel type JavaScript représente true ou false ?,boolean,bool,truthy,binary,JavaScript,easy,js_variables_types,Web Dev & IA Quiz
Quel type JavaScript représente les nombres entiers et décimaux classiques ?,number,integer,float,numeric,JavaScript,easy,js_variables_types,Web Dev & IA Quiz
"Que retourne typeof ""hello"" ?",string,text,object,char,JavaScript,easy,js_variables_types,Web Dev & IA Quiz
Que retourne typeof 42 ?,number,integer,float,numeric,JavaScript,easy,js_variables_types,Web Dev & IA Quiz
Que retourne typeof true ?,boolean,bool,truthy,number,JavaScript,easy,js_variables_types,Web Dev & IA Quiz
Quelle valeur apparaît souvent quand une variable est déclarée mais non initialisée ?,undefined,null,false,empty,JavaScript,medium,js_variables_types,Web Dev & IA Quiz
Quelle valeur représente une absence volontaire de valeur ?,null,undefined,false,NaN,JavaScript,medium,js_variables_types,Web Dev & IA Quiz
Quelle différence principale existe entre null et undefined ?,"null est assigné volontairement, undefined indique souvent une valeur non définie",Ils sont toujours identiques,undefined est uniquement un nombre,null signifie toujours false,JavaScript,medium,js_variables_types,Web Dev & IA Quiz
Quel résultat donne Boolean(0) ?,false,true,0,undefined,JavaScript,medium,js_variables_types,Web Dev & IA Quiz
"Quel résultat donne Boolean(""hello"") ?",true,false,"""true""",undefined,JavaScript,medium,js_variables_types,Web Dev & IA Quiz
Quelle valeur JavaScript signifie Not-a-Number ?,NaN,undefined,null,Infinity,JavaScript,medium,js_variables_types,Web Dev & IA Quiz
Que retourne typeof null en JavaScript ?,object,null,undefined,boolean,JavaScript,hard,js_variables_types,Web Dev & IA Quiz
Pourquoi typeof null est-il souvent cité comme un piège historique ?,Parce qu’il retourne object au lieu de null,Parce qu’il retourne toujours undefined,Parce que null n’existe plus,Parce qu’il lance une erreur,JavaScript,hard,js_variables_types,Web Dev & IA Quiz
Quelle déclaration empêche la réassignation d’une variable mais pas forcément la mutation d’un objet ?,const,let,var,Object.freeze uniquement,JavaScript,hard,js_variables_types,Web Dev & IA Quiz
Que se passe-t-il si on réassigne une variable déclarée avec const ?,Une erreur est levée,La valeur change silencieusement,La variable devient let,La valeur devient undefined,JavaScript,hard,js_variables_types,Web Dev & IA Quiz
Pourquoi éviter var dans du code moderne ?,Sa portée fonctionnelle peut créer des comportements inattendus,var est interdit dans tous les navigateurs,var ne peut pas stocker de nombres,var est toujours plus lent,JavaScript,medium,js_variables_types,Web Dev & IA Quiz
Quelle méthode transforme une chaîne en majuscules ?,toUpperCase(),upper(),capitalize(),toCaps(),JavaScript,easy,js_strings,Web Dev & IA Quiz
Quelle méthode transforme une chaîne en minuscules ?,toLowerCase(),lower(),downcase(),toSmallCase(),JavaScript,easy,js_strings,Web Dev & IA Quiz
Quelle propriété donne la longueur d’une chaîne ?,length,size,count,chars,JavaScript,easy,js_strings,Web Dev & IA Quiz
Quel caractère entoure une template literal ?,backtick,guillemet simple,guillemet double,slash,JavaScript,easy,js_strings,Web Dev & IA Quiz
Quelle syntaxe permet l’interpolation dans une template literal ?,`${name}`,"""#{name}""","""${name}"" avec guillemets simples",`{name}`,JavaScript,easy,js_strings,Web Dev & IA Quiz
Quelle méthode vérifie si une chaîne contient un texte ?,includes(),contains(),has(),inside(),JavaScript,easy,js_strings,Web Dev & IA Quiz
Quelle méthode supprime les espaces au début et à la fin ?,trim(),strip(),clean(),removeSpaces(),JavaScript,easy,js_strings,Web Dev & IA Quiz
"Que retourne ""JavaScript"".slice(0, 4) ?","""Java""","""Script""","""JavaS""","""ava""",JavaScript,medium,js_strings,Web Dev & IA Quiz
Quelle méthode remplace une partie d’une chaîne ?,replace(),change(),substitute(),swap(),JavaScript,medium,js_strings,Web Dev & IA Quiz
"Que fait split("","") sur ""a,b,c"" ?","Retourne [""a"", ""b"", ""c""]","Retourne ""abc""","Retourne [""a,b,c""]",Retourne {a:b:c},JavaScript,medium,js_strings,Web Dev & IA Quiz
Quelle méthode assemble un tableau de chaînes avec un séparateur ?,join(),concatAll(),merge(),combine(),JavaScript,medium,js_strings,Web Dev & IA Quiz
"Que retourne ""hello"".charAt(1) ?","""e""","""h""","""l""",1,JavaScript,medium,js_strings,Web Dev & IA Quiz
Quelle méthode vérifie le début d’une chaîne ?,startsWith(),begins(),startWith(),firstIs(),JavaScript,medium,js_strings,Web Dev & IA Quiz
Quelle méthode vérifie la fin d’une chaîne ?,endsWith(),finishes(),endIs(),lastWith(),JavaScript,medium,js_strings,Web Dev & IA Quiz
"Que retourne ""5"" + 2 en JavaScript ?","""52""",7,"""7""",NaN,JavaScript,hard,js_strings,Web Dev & IA Quiz
"Pourquoi ""5"" + 2 retourne-t-il une chaîne ?",L’opérateur + peut concaténer si une opérande est une chaîne,JavaScript convertit toujours en nombre,Le 2 devient NaN,Les chaînes ne peuvent pas être additionnées,JavaScript,hard,js_strings,Web Dev & IA Quiz
"Que retourne Number(""42"") ?",42,"""42""",NaN,undefined,JavaScript,medium,js_strings,Web Dev & IA Quiz
"Que retourne parseInt(""42px"") ?",42,NaN,"""42px""",0,JavaScript,hard,js_strings,Web Dev & IA Quiz
Pourquoi faut-il faire attention à replace() sans expression globale ?,Il ne remplace souvent que la première occurrence,Il remplace toujours tout,Il modifie toujours la chaîne originale,Il supprime les espaces,JavaScript,hard,js_strings,Web Dev & IA Quiz
Les chaînes JavaScript sont-elles mutables directement ?,"Non, les méthodes retournent généralement une nouvelle chaîne","Oui, chaque caractère peut être modifié directement","Oui, mais seulement avec const","Non, elles ne peuvent jamais être copiées",JavaScript,hard,js_strings,Web Dev & IA Quiz
Quelle syntaxe crée un tableau vide ?,[],{},(),new Object(),JavaScript,easy,js_arrays,Web Dev & IA Quiz
Quel index correspond au premier élément d’un tableau ?,0,1,-1,first,JavaScript,easy,js_arrays,Web Dev & IA Quiz
Quelle méthode ajoute un élément à la fin d’un tableau ?,push(),pop(),shift(),concat(),JavaScript,easy,js_arrays,Web Dev & IA Quiz
Quelle méthode retire le dernier élément d’un tableau ?,pop(),push(),unshift(),slice(),JavaScript,easy,js_arrays,Web Dev & IA Quiz
Quelle méthode retire le premier élément d’un tableau ?,shift(),pop(),spliceEnd(),first(),JavaScript,easy,js_arrays,Web Dev & IA Quiz
Quelle méthode ajoute un élément au début d’un tableau ?,unshift(),push(),prependTo(),addFirst(),JavaScript,easy,js_arrays,Web Dev & IA Quiz
Quelle propriété donne le nombre d’éléments d’un tableau ?,length,size,count,total,JavaScript,easy,js_arrays,Web Dev & IA Quiz
Quelle méthode transforme chaque élément d’un tableau ?,map(),forEach(),filter(),find(),JavaScript,easy,js_arrays,Web Dev & IA Quiz
Quelle méthode filtre un tableau selon une condition ?,filter(),map(),reduce(),includes(),JavaScript,easy,js_arrays,Web Dev & IA Quiz
Quelle méthode trouve le premier élément correspondant ? — contexte js arrays,find(),filter(),map(),some(),JavaScript,easy,js_arrays,Web Dev & IA Quiz
Quelle méthode vérifie si au moins un élément respecte une condition ? — contexte js arrays,some(),every(),find(),includes(),JavaScript,medium,js_arrays,Web Dev & IA Quiz
Quelle méthode vérifie si tous les éléments respectent une condition ? — contexte js arrays,every(),some(),all(),filter(),JavaScript,medium,js_arrays,Web Dev & IA Quiz
Quelle méthode additionne ou accumule des valeurs ?,reduce(),map(),filter(),join(),JavaScript,medium,js_arrays,Web Dev & IA Quiz
"Que retourne [1, 2, 3].map(n => n * 2) ?","[2, 4, 6]","[1, 2, 3]",6,true,JavaScript,easy,js_arrays,Web Dev & IA Quiz
"Que retourne [1, 2, 3].filter(n => n > 1) ?","[2, 3]",[1],true,2,JavaScript,easy,js_arrays,Web Dev & IA Quiz
"Que retourne [1, 2, 3].find(n => n > 1) ?",2,"[2, 3]",true,1,JavaScript,medium,js_arrays,Web Dev & IA Quiz
Quelle méthode vérifie la présence d’une valeur dans un tableau ?,includes(),contains(),hasValue(),exists(),JavaScript,easy,js_arrays,Web Dev & IA Quiz
Quelle méthode crée une copie partielle d’un tableau sans modifier l’original ?,slice(),splice(),push(),sort(),JavaScript,medium,js_arrays,Web Dev & IA Quiz
Quelle méthode peut ajouter ou supprimer des éléments en modifiant le tableau original ?,splice(),slice(),map(),filter(),JavaScript,medium,js_arrays,Web Dev & IA Quiz
Quelle méthode trie un tableau en place ?,sort(),order(),sorted(),rank(),JavaScript,medium,js_arrays,Web Dev & IA Quiz
"Pourquoi [10, 2].sort() peut-il surprendre ?",Le tri par défaut compare les valeurs comme des chaînes,Le tri ne fonctionne pas sur les nombres,sort retourne toujours un tableau vide,sort convertit tout en booléen,JavaScript,hard,js_arrays,Web Dev & IA Quiz
Comment trier correctement des nombres par ordre croissant ?,"array.sort((a, b) => a - b)",array.sort(),array.orderByNumber(),"array.sort((a, b) => b - a)",JavaScript,hard,js_arrays,Web Dev & IA Quiz
Quelle différence principale existe entre map() et forEach() ?,"map retourne un nouveau tableau, forEach sert surtout aux effets de bord",forEach retourne toujours un tableau transformé,map ne prend pas de callback,Ils sont identiques,JavaScript,hard,js_arrays,Web Dev & IA Quiz
