question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,difficulty,source
Quel jeu Animal Crossing est sorti sur Nintendo Wii ?,Animal Crossing : Les Gens de la Ville,Animal Crossing : New Leaf,Animal Crossing : Monde sauvage,Animal Crossing : La population augmente !,Divertissement : Jeux vidéo,easy,Open Trivia DB
Où se trouve l'escalier « Escalier espagnol » ?,"Rome, Italie","Barcelone, Espagne","Berlin, Allemagne","Londres, Angleterre",Géographie,easy,Open Trivia DB
Comment dirait-on au revoir en espagnol ?,Adiós,Bonjour,Au revoir,Salir,Connaissances générales,easy,Open Trivia DB
Combien de syllabes composent un haïku ?,17,15,10,21,Connaissances générales,easy,Open Trivia DB
Qui a prêté sa voix au Génie dans le film Disney « Aladdin » ?,Robin Williams,Billy Crystal,Adam Sandler,Jim Carrey,Divertissement : Dessins animés et animation,easy,Open Trivia DB
Laquelle des chansons suivantes n'a pas été initialement interprétée par Sir Elton John ?,Tu seras dans mon cœur,Rocher du Crocodile,Bougie dans le vent,Je ne veux pas continuer comme ça avec toi,Divertissement : Musique,easy,Open Trivia DB
Qui était le roi des dieux dans la mythologie grecque antique ?,Zeus,Apollon,Hermès,Poséidon,Mythologie,easy,Open Trivia DB
"Dans Rust, combien de charges explosives à retardement faut-il pour détruire une trappe d'échelle ?",1,3,2,5,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quel était l'artiste le plus écouté sur Spotify en 2019 ?,Post Malone,Billie Eilish,Ariana Grande,Canard,Divertissement : Musique,easy,Open Trivia DB
En quelle année la série « L'Attaque des Titans » a-t-elle été diffusée pour la première fois ?,2013,2014,2012,2015,Divertissement : Anime et manga japonais,easy,Open Trivia DB
Qui a remporté le Championnat du monde des pilotes de Formule 1 2017 ?,Lewis Hamilton,Sebastian Vettel,Nico Rosberg,Max Verstappen,Sportif,easy,Open Trivia DB
Que signifie l'acronyme RAM ?,Mémoire vive,Mémoire d'assistance aléatoire,Mandat d'assistance Rand,Bélier,Connaissances générales,easy,Open Trivia DB
Qui est l'auteur du manga « Astro Boy » ?,Osamu Tezuka,Mitsuteri Yokoyama,Takao Saito,Yoshihiro Tatsumi,Divertissement : Anime et manga japonais,easy,Open Trivia DB
Dans quel pays se trouve la ville de Rio de Janeiro ?,Brésil,Pérou,Chili,Venezuela,Géographie,easy,Open Trivia DB
Laquelle de ces équipes de super-héros apparaît dans les comics Invincible ?,Gardiens du Globe,Avengers,Ligue des Justiciers,Les Tortues Ninja,Divertissement : Bandes dessinées,easy,Open Trivia DB
Quel est le livre le plus vendu au monde parmi les suivants ?,Le Seigneur des Anneaux,Le Petit Prince,Harry Potter à l'école des sorciers,Le Da Vinci Code,Divertissement : Livres,easy,Open Trivia DB
"Dans Avengers : Infinity War, qui était en sécurité avec la Pierre de la Réalité (alias l'Éther) ?",Le collectionneur,Docteur Strange,Le Grand Maître,Sorcière Rouge,Divertissement : Film,easy,Open Trivia DB
"Comment appelle-t-on ensemble les deux personnages principaux de ""No Game No Life"", Sora et Shiro ?",Vide,Immanité,Disque,Bêtes de guerre,Divertissement : Anime et manga japonais,easy,Open Trivia DB
Lequel des monuments suivants ne se trouve pas à New York ?,Mémorial Lincoln,Empire State Building,Times Square,Central Park,Connaissances générales,easy,Open Trivia DB
Combien de lunes possède la Terre ?,1,0,2,3,Science et nature,easy,Open Trivia DB
Avec quelle entreprise Valve a-t-elle collaboré pour la création du Vive ?,HTC,Oculus,Google,Razer,Connaissances générales,easy,Open Trivia DB
Qu'est-ce qui est exposé au musée Madame Tussauds de Londres ?,Sculptures en cire,Vêtements de créateurs,Bobines de film inédites,Voitures anciennes,Connaissances générales,easy,Open Trivia DB
Lequel des personnages suivants n'était PAS un personnage jouable dans le jeu Kingdom Hearts : Birth by Sleep ?,Ignis,Ventus,Terra,Aqua,Divertissement : Jeux vidéo,easy,Open Trivia DB
Gordon Freeman aurait brûlé et détruit quel aliment dans le micro-ondes de la salle de pause ?,Casserole,Sandwich sous-marin,Soupe de poulet,Pizza au pepperoni,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quel film a été considéré par la critique comme le meilleur film de tous les temps ?,Citizen Kane,Avatar,Le Parrain 2,La Chambre,Divertissement : Film,easy,Open Trivia DB
Quelle est la planète la plus proche du soleil de notre système solaire ?,Mercure,Mars,Jupiter,Terre,Connaissances générales,easy,Open Trivia DB
Lequel de ces films ne se déroule PAS à Los Angeles ?,RoboCop,Blade Runner,Terminator,Predator 2,Divertissement : Film,easy,Open Trivia DB
Quel jeu a été utilisé pour faire la publicité de Steam ?,Counter-Strike 1.6,Demi-vie,Half-Life 2,Team Fortress,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quel est le nom historique du Sri Lanka ?,Ceylan,Myanmar,Colombo,Badulla,Histoire,easy,Open Trivia DB
"Sur un clavier QWERTY américain standard, quel symbole allez-vous saisir si vous maintenez la touche Maj enfoncée et appuyez sur 1 ?",Point d'exclamation,Signe du dollar,Signe de pourcentage,Astérisque,Sciences : Informatique,easy,Open Trivia DB
Qui est le protagoniste du jeu « The Walking Dead : Saison 1 » ?,Lee Everett,Clémentine,Kenny,Rick Grimes,Divertissement : Jeux vidéo,easy,Open Trivia DB
Lequel des personnages suivants n'est pas un personnage des Pierrafeu ?,Lord Rockingham IX,Ardoise de Rockhead,Le Grand Gazoo,Barney Rubble,Divertissement : Dessins animés et animation,easy,Open Trivia DB
"Par définition, où vit un animal abyssopélagique ?",Au fond de l'océan,Dans le désert,Au sommet d'une montagne,À l'intérieur d'un arbre,Animaux,easy,Open Trivia DB
"Qu'est-ce qui a transformé Jibanyan, la mascotte principale de Yo-Kai Watch, en un yokai ?",Se faire renverser par un camion,J'ai mangé trop de barres chocolatées,Par un rituel magique,Quand il a enfilé le harmaki,Divertissement : Anime et manga japonais,easy,Open Trivia DB
Lequel de ces lieux n'a pas servi de plage de débarquement lors du débarquement de Normandie ?,Argent,Or,Junon,Épée,Histoire,easy,Open Trivia DB
Quel est le centre énergétique de la cellule ?,Mitochondries,Ribosome,Red Bull,Noyau,Science et nature,easy,Open Trivia DB
Quel a été le dernier rôle au cinéma de James Coburn avant sa mort ?,Arme à feu américaine,Monstres et Cie,Texas Rangers,Chiens des neiges,célébrités,easy,Open Trivia DB
En quelle année Nelson Mandela a-t-il été libéré de prison ?,1990,1994,1992,1980,Histoire,easy,Open Trivia DB
Quel est le nom collectif désignant un groupe de corbeaux ?,Meurtre,Paquet,Troupeau,Troupeau,Animaux,easy,Open Trivia DB
Quel était le nom de la suite annulée de Team Fortress ?,Team Fortress 2 : Brotherhood of Arms,Team Fortress 2 : Mercenaires du désert,Team Fortress 2 : Opération Broyeur d'engrenages,Team Fortress 2 : Retour au Classique,Divertissement : Jeux vidéo,easy,Open Trivia DB
"Pour reprendre les paroles de sa chanson de 1973, Bob Dylan « frappe, frappe, frappe » à quelle porte ?",Le paradis,Opportunités,Angie's,Eileen,Divertissement : Musique,easy,Open Trivia DB
"Quel super-héros a été incarné au cinéma par les acteurs Michael Keaton, Val Kilmer, George Clooney et Christian Bale ?",Batman,Superman,Iron Man,Spiderman,Divertissement : Film,easy,Open Trivia DB
"Si le soccer s'appelle football en Angleterre, comment appelle-t-on le football américain en Angleterre ?",football américain,Combball,Handball,Atterrissage,Géographie,easy,Open Trivia DB
Neil Hamburger est interprété par quel humoriste ?,Gregg Turkington,Nathan Fielder,Tim Heidecker,Todd Glass,célébrités,easy,Open Trivia DB
"Dans « Call Of Duty : Zombies », quel est le nom de la machine qui améliore les armes ?",Pack-A-Punch,Wunderfizz,Dispositif Gersch,Coup de pied de mule,Divertissement : Jeux vidéo,easy,Open Trivia DB
Combien de couleurs y a-t-il dans un arc-en-ciel ?,7,8,9,10,Connaissances générales,easy,Open Trivia DB
"Quel dieu grec et romain était connu comme le dieu de la musique, de la vérité et de la prophétie, de la guérison, du soleil et de la lumière, de la peste, de la poésie, et bien plus encore ?",Apollon,Aphrodite,Artémis,Athéna,Mythologie,easy,Open Trivia DB
Combien d'étoiles figurent sur le drapeau de la Nouvelle-Zélande ?,4,5,2,0,Géographie,easy,Open Trivia DB
"Quand quelqu'un est inexpérimenté, on dit qu'il est de quelle couleur ?",Vert,Rouge,Bleu,Jaune,Connaissances générales,easy,Open Trivia DB
Laquelle des langues suivantes n'utilise PAS l'alphabet latin ?,géorgien,turc,Swahili,vietnamien,Géographie,easy,Open Trivia DB
Dans quelle ville du futur dystopique alternatif de Half-Life 2 commence-t-on l'aventure ?,Ville 17,Ville 18,Ville 6,Ville 45,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quelle est la langue officielle et la plus parlée à Cuba ?,Espagnol,portugais,Français,italien,Connaissances générales,easy,Open Trivia DB
"Quel dirigeant mondial célèbre est connu pour avoir prononcé la phrase « Qu'ils mangent de la brioche », alors que la rumeur court qu'il/elle ne l'aurait jamais dite ?",Marie-Antoinette,Le tsar Nicolas II,Élisabeth Ire,Henri VIII,Histoire,easy,Open Trivia DB
Qui est le personnage principal de « La parabole de Stanley » ?,Stanley,La ligne d'aventure,Le narrateur,Le patron,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quand le FC Schalke 04 a-t-il été fondé ?,1904,1909,2008,1999,Sportif,easy,Open Trivia DB
"Dans le film de 1951 « Le Jour où la Terre s'arrêta », dans quelle ville américaine le vaisseau spatial extraterrestre a-t-il atterri ?",Washington D.C.,Los Angeles,New York,Philadelphie,Divertissement : Film,easy,Open Trivia DB
"Si vous êtes pris en flagrant délit de « Goldbricking », que faites-vous de mal ?",Flâner,Fumeur,Vol,Tricherie,Connaissances générales,easy,Open Trivia DB
La série de jeux « Day of Defeat » se déroule durant quelle guerre ?,La Seconde Guerre mondiale,Première Guerre mondiale,Guerre du Vietnam,Guerre d'Irak,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quel est le nom du développeur du jeu « Call Of Duty : Zombies » ?,Treyarch,Jeux de marteau de chantier,Infinity Ward,Chien coquin,Divertissement : Jeux vidéo,easy,Open Trivia DB
Combien de kilo-octets y a-t-il dans un gigaoctet (en décimal) ?,1 000 000,1024,1000,1048576,Sciences : Informatique,easy,Open Trivia DB
"Dans « Xenoblade Chronicles 2 », quel membre du groupe ne peut pas utiliser de lames normales ?",Tora,Rex,Zeke,Nia,Divertissement : Jeux vidéo,easy,Open Trivia DB
En quelle année est sorti Super Mario Bros. ?,1985,1983,1987,1986,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quelle planète ne porte pas le nom d'un dieu grec ou romain ?,Terre,Jupiter,Mars,Mercure,Connaissances générales,easy,Open Trivia DB
Quel est un exemple de pathogène bactérien ?,Choléra,Rougeole,sida,Teigne,Science et nature,easy,Open Trivia DB
Quel est le groupe des années 80 dont le chanteur/guitariste est Robert Smith ?,The Cure,Les Smiths,Echo et les lapins,Nouvel Ordre,Divertissement : Musique,easy,Open Trivia DB
"Quel artiste a sorti le single « Harlem Shake » en 2012, qui a été utilisé dans de nombreuses vidéos YouTube en 2013 ?",Baauer,RL Grime,NGHTMRE,Flosstradamus,Divertissement : Musique,easy,Open Trivia DB
Combien de cases comporte un plateau de Monopoly standard ?,40,28,55,36,Divertissement : Jeux de société,easy,Open Trivia DB
Qui est le protagoniste principal de Danganronpa 2 : Goodbye Despair ?,Hajime Hinata,Nagito Komaeda,Makoto Naegi,Junko Enoshima,Divertissement : Jeux vidéo,easy,Open Trivia DB
"Dans Five Nights at Freddy's 1, comment faire disparaître Golden Freddy ?",Activer les caméras,Allumer la lumière,Fermez la porte,Ne rien faire,Divertissement : Jeux vidéo,easy,Open Trivia DB
Quel est le nom de l'imposteur de Junko Enoshima au début de Danganronpa : Trigger Happy Havoc ?,Mukuro Ikusaba,Ryota Mitarai,L'imposteur ultime,Komaru Naegi,Divertissement : Anime et manga japonais,easy,Open Trivia DB
Quel type de roche est créé par une chaleur et une pression intenses ?,Métamorphique,Sédimentaire,Igné,Diamant,Science et nature,easy,Open Trivia DB
"Dans l'anime « My Hero Academia », quel personnage possède la capacité de manipuler la gravité ?",Uraraka,Bakougo,Deku,Asui,Divertissement : Anime et manga japonais,easy,Open Trivia DB
"Parmi les mois suivants, lequel compte le plus grand nombre de jours ?",Décembre,Avril,Septembre,Novembre,Connaissances générales,easy,Open Trivia DB
Lequel de ces acteurs n'a PAS incarné Spiderman au cinéma ?,Michael Cera,Tobey Maguire,Andrew Garfield,Tom Holland,Divertissement : Film,easy,Open Trivia DB
Qui est considéré comme le « père de la philosophie moderne » ?,René Descartes,Platon,Albert Einstein,Antoine Lavoiser,Connaissances générales,easy,Open Trivia DB
"Quel pays a eu des premiers ministres nommés Eden, Major, Peel, Law, Brown et Heath ?",Royaume-Uni,Australie,Nouvelle-Zélande,Canada,Connaissances générales,easy,Open Trivia DB
Quelle est la plus grande planète du système solaire ?,Jupiter,Saturne,Terre,Mars,Science et nature,easy,Open Trivia DB
Quelle est l'unité SI de la résistance ?,Ohms,Amphéres,Siemens,Volts,Science : Gadgets,easy,Open Trivia DB
"Quel est le nom de la Sorcière du Chaos à 4 bras du jeu vidéo ""Battleborn"" sorti en 2016 ?",Orendi,Orendoo,Oranda,Excité,Divertissement : Jeux vidéo,easy,Open Trivia DB
Qui a incarné le shérif adjoint Samuel Gerard dans le film « Le Fugitif » de 1993 ?,Tommy Lee Jones,Harrison Ford,Harvey Keitel,Martin Landau,Divertissement : Film,easy,Open Trivia DB
"Quel groupe comprenait Sting, Stewart Copeland et Andy Summers ?",La police,Def Leppard,The Cure,Bon Jovi,Divertissement : Musique,easy,Open Trivia DB
Quelle est la relation entre Rick et Morty dans la série « Rick et Morty » ?,Grand-père et petit-fils,Père et fils,Meilleurs amis,Partenaires de lutte contre la criminalité,Divertissement : Dessins animés et animation,easy,Open Trivia DB
"Qui a peint « Cygnes reflétant des éléphants », « Le sommeil » et « La persistance de la mémoire » ?",Salvador Dali,Jackson Pollock,Vincent van Gogh,Edgar Degas,Art,easy,Open Trivia DB
Quel acteur interprète Obi-Wan Kenobi dans les épisodes I à III de Star Wars ?,Ewan McGregor,Alec Guinness,Hayden Christensen,Liam Neeson,Divertissement : Film,easy,Open Trivia DB
Laquelle des options suivantes correspond à une classe dans le jeu « Hearthstone » ?,Prêtre,Sage,Clerc,Moine,Divertissement : Jeux vidéo,easy,Open Trivia DB
Lequel des pays insulaires du Pacifique suivants est gouverné par une monarchie constitutionnelle ?,Tonga,Palau,Fidji,Kiribati,Politique,easy,Open Trivia DB
"Dans « Shrek », quel acteur comique prête sa voix à l'Âne ?",Eddie Murphy,Chris Rock,Richard Pryor,Bernie Mac,Connaissances générales,easy,Open Trivia DB
Qui est le chanteur du groupe 30 Seconds to Mars ?,Jared Leto,Gerard Way,Matthew Bellamy,Mike Shinoda,Divertissement : Musique,easy,Open Trivia DB
Quel est le nom du stade de Manchester United ?,Old Trafford,Anfield,Stade de la ville de Manchester,Parc St James,Sportif,easy,Open Trivia DB
"Lanky, Funky et Chunky sont des personnages de quelle série appartenant à Nintendo ?",Donkey Kong,Mario,Kirby,Zelda,Divertissement : Jeux vidéo,easy,Open Trivia DB
Lequel des systèmes anticollision suivants aide les avions à éviter d'entrer en collision entre eux ?,TCAS,GPWS,OCAS,TAWS,Véhicules,easy,Open Trivia DB
Quelle fut la toute première ligne du métro londonien à être construite ?,Ligne métropolitaine,Ligne circulaire,Ligne Bakerloo,Ligne Victoria,Connaissances générales,easy,Open Trivia DB
"Dans Danganronpa : Trigger Happy Havoc, quel est le nom du protagoniste ?",Makoto Naegi,Hajime Hinata,Nagito Komaeda,Komaru Naegi,Divertissement : Jeux vidéo,easy,Open Trivia DB
Combien de points y a-t-il sur un seul dé ?,21,24,15,18,Divertissement : Jeux de société,easy,Open Trivia DB
Le type « fée » a fait ses débuts dans quelle génération des jeux de la série principale Pokémon ?,6ème,2ème,7e,4ème,Divertissement : Jeux vidéo,easy,Open Trivia DB
"Le DJ suédois Tim Bergling, qui a produit des chansons comme « Levels » et « Wake Me Up », est plus connu sous quel pseudonyme ?",Avicii,deadmau5,Alesso,Skrillex,Divertissement : Musique,easy,Open Trivia DB
