item_type,prompt,answer,translation,language
sentence,Ellos ___ un teléfono.,tienen,Ils ont un téléphone.,spanish
sentence,Ellos ___ una cámara.,tienen,Ils ont un appareil photo.,spanish
sentence,Ellos ___ una reunión.,tienen,Ils ont une réunion.,spanish
sentence,Ellos ___ tiempo.,tienen,Ils ont du temps.,spanish
sentence,Ellos ___ trabajo.,tienen,Ils ont du travail.,spanish
sentence,Ellos ___ agua.,tienen,Ils ont de l'eau.,spanish
sentence,Ellos ___ un descanso.,necesitan,Ils ont besoin de une pause.,spanish
sentence,Ellos ___ ayuda.,necesitan,Ils ont besoin de aide.,spanish
sentence,Ellos ___ silencio.,necesitan,Ils ont besoin de silence.,spanish
sentence,Ellos ___ un plan claro.,necesitan,Ils ont besoin de un plan clair.,spanish
sentence,Ellos ___ una buena idea.,necesitan,Ils ont besoin de une bonne idée.,spanish
sentence,Ellos ___ más práctica.,necesitan,Ils ont besoin de plus de pratique.,spanish
sentence,Ellos ___ un lugar tranquilo.,necesitan,Ils ont besoin de un endroit calme.,spanish
sentence,Ellos ___ una tarea simple.,necesitan,Ils ont besoin de une tâche simple.,spanish
sentence,Ellos ___ a casa.,van,Ils vont à la maison.,spanish
sentence,Ellos ___ al trabajo.,van,Ils vont au travail.,spanish
sentence,Ellos ___ al parque.,van,Ils vont au parc.,spanish
sentence,Ellos ___ a la estación.,van,Ils vont à la gare.,spanish
sentence,Ellos ___ a la oficina.,van,Ils vont au bureau.,spanish
sentence,Ellos ___ a la cocina.,van,Ils vont à la cuisine.,spanish
sentence,Ellos ___ a la ciudad.,van,Ils vont en ville.,spanish
sentence,Me ___ el café.,gusta,J'aime le café.,spanish
sentence,Me ___ la música.,gusta,J'aime la musique.,spanish
sentence,Me ___ los lugares tranquilos.,gustan,J'aime les endroits calmes.,spanish
sentence,Me ___ la fotografía.,gusta,J'aime la photographie.,spanish
sentence,Me ___ el dibujo.,gusta,J'aime le dessin.,spanish
sentence,Me ___ aprender.,gusta,J'aime apprendre.,spanish
sentence,Me ___ caminar.,gusta,J'aime marcher.,spanish
sentence,Me ___ leer.,gusta,J'aime lire.,spanish
sentence,Me ___ la comida simple.,gusta,J'aime la nourriture simple.,spanish
sentence,Me ___ las nuevas ideas.,gustan,J'aime les nouvelles idées.,spanish
sentence,Te ___ el café.,gusta,Tu aimes le café.,spanish
sentence,Te ___ la música.,gusta,Tu aimes la musique.,spanish
sentence,Te ___ los lugares tranquilos.,gustan,Tu aimes les endroits calmes.,spanish
sentence,Te ___ la fotografía.,gusta,Tu aimes la photographie.,spanish
sentence,Te ___ el dibujo.,gusta,Tu aimes le dessin.,spanish
sentence,Te ___ aprender.,gusta,Tu aimes apprendre.,spanish
sentence,Te ___ caminar.,gusta,Tu aimes marcher.,spanish
sentence,Te ___ leer.,gusta,Tu aimes lire.,spanish
sentence,Te ___ la comida simple.,gusta,Tu aimes la nourriture simple.,spanish
sentence,Te ___ las nuevas ideas.,gustan,Tu aimes les nouvelles idées.,spanish
sentence,Le ___ el café.,gusta,Il/Elle aime le café.,spanish
sentence,Le ___ la música.,gusta,Il/Elle aime la musique.,spanish
sentence,Le ___ los lugares tranquilos.,gustan,Il/Elle aime les endroits calmes.,spanish
sentence,Le ___ la fotografía.,gusta,Il/Elle aime la photographie.,spanish
sentence,Le ___ el dibujo.,gusta,Il/Elle aime le dessin.,spanish
sentence,Le ___ aprender.,gusta,Il/Elle aime apprendre.,spanish
sentence,Le ___ caminar.,gusta,Il/Elle aime marcher.,spanish
sentence,Le ___ leer.,gusta,Il/Elle aime lire.,spanish
sentence,Le ___ la comida simple.,gusta,Il/Elle aime la nourriture simple.,spanish
sentence,Le ___ las nuevas ideas.,gustan,Il/Elle aime les nouvelles idées.,spanish
sentence,Nos ___ el café.,gusta,Nous aimons le café.,spanish
sentence,Nos ___ la música.,gusta,Nous aimons la musique.,spanish
sentence,Nos ___ los lugares tranquilos.,gustan,Nous aimons les endroits calmes.,spanish
sentence,Nos ___ la fotografía.,gusta,Nous aimons la photographie.,spanish
sentence,Nos ___ el dibujo.,gusta,Nous aimons le dessin.,spanish
sentence,Nos ___ aprender.,gusta,Nous aimons apprendre.,spanish
sentence,Nos ___ caminar.,gusta,Nous aimons marcher.,spanish
sentence,Nos ___ leer.,gusta,Nous aimons lire.,spanish
sentence,Nos ___ la comida simple.,gusta,Nous aimons la nourriture simple.,spanish
sentence,Nos ___ las nuevas ideas.,gustan,Nous aimons les nouvelles idées.,spanish
sentence,Les ___ el café.,gusta,Ils aiment le café.,spanish
sentence,Les ___ la música.,gusta,Ils aiment la musique.,spanish
sentence,Les ___ los lugares tranquilos.,gustan,Ils aiment les endroits calmes.,spanish
sentence,Les ___ la fotografía.,gusta,Ils aiment la photographie.,spanish
sentence,Les ___ el dibujo.,gusta,Ils aiment le dessin.,spanish
sentence,Les ___ aprender.,gusta,Ils aiment apprendre.,spanish
sentence,Les ___ caminar.,gusta,Ils aiment marcher.,spanish
sentence,Les ___ leer.,gusta,Ils aiment lire.,spanish
sentence,Les ___ la comida simple.,gusta,Ils aiment la nourriture simple.,spanish
sentence,Les ___ las nuevas ideas.,gustan,Ils aiment les nouvelles idées.,spanish
sentence,Yo ___ leer este libro.,puedo,Je peux lire ce livre.,spanish
sentence,Yo ___ escribir un mensaje.,puedo,Je peux écrire un message.,spanish
sentence,Yo ___ abrir la puerta.,puedo,Je peux ouvrir la porte.,spanish
sentence,Yo ___ beber agua.,puedo,Je peux boire de l'eau.,spanish
sentence,Yo ___ tomar un descanso.,puedo,Je peux prendre une pause.,spanish
sentence,Yo ___ aprender una palabra.,puedo,Je peux apprendre un mot.,spanish
sentence,Yo ___ intentarlo otra vez.,puedo,Je peux réessayer.,spanish
sentence,Yo ___ hacer una pregunta.,puedo,Je peux poser une question.,spanish
sentence,Tú ___ leer este libro.,puedo,Tu peux lire ce livre.,spanish
sentence,Tú ___ escribir un mensaje.,puedo,Tu peux écrire un message.,spanish
sentence,Tú ___ abrir la puerta.,puedo,Tu peux ouvrir la porte.,spanish
sentence,Tú ___ beber agua.,puedo,Tu peux boire de l'eau.,spanish
sentence,Tú ___ tomar un descanso.,puedo,Tu peux prendre une pause.,spanish
sentence,Tú ___ aprender una palabra.,puedo,Tu peux apprendre un mot.,spanish
sentence,Tú ___ intentarlo otra vez.,puedo,Tu peux réessayer.,spanish
sentence,Tú ___ hacer una pregunta.,puedo,Tu peux poser une question.,spanish
sentence,Nosotros ___ leer este libro.,puedo,Nous peux lire ce livre.,spanish
sentence,Nosotros ___ escribir un mensaje.,puedo,Nous peux écrire un message.,spanish
sentence,Nosotros ___ abrir la puerta.,puedo,Nous peux ouvrir la porte.,spanish
sentence,Nosotros ___ beber agua.,puedo,Nous peux boire de l'eau.,spanish
sentence,Nosotros ___ tomar un descanso.,puedo,Nous peux prendre une pause.,spanish
sentence,Nosotros ___ aprender una palabra.,puedo,Nous peux apprendre un mot.,spanish
sentence,Nosotros ___ intentarlo otra vez.,puedo,Nous peux réessayer.,spanish
sentence,Nosotros ___ hacer una pregunta.,puedo,Nous peux poser une question.,spanish
sentence,Ellos ___ leer este libro.,puedo,Ils peux lire ce livre.,spanish
sentence,Ellos ___ escribir un mensaje.,puedo,Ils peux écrire un message.,spanish
sentence,Ellos ___ abrir la puerta.,puedo,Ils peux ouvrir la porte.,spanish
sentence,Ellos ___ beber agua.,puedo,Ils peux boire de l'eau.,spanish
sentence,Ellos ___ tomar un descanso.,puedo,Ils peux prendre une pause.,spanish
sentence,Ellos ___ aprender una palabra.,puedo,Ils peux apprendre un mot.,spanish
sentence,Ellos ___ intentarlo otra vez.,puedo,Ils peux réessayer.,spanish
sentence,Ellos ___ hacer una pregunta.,puedo,Ils peux poser une question.,spanish
sentence,Hay ___ aquí.,un libro,Il y a un livre ici.,spanish
sentence,Hay ___ allí.,un libro,Il y a un livre là-bas.,spanish
sentence,Hay ___ en la mesa.,un libro,Il y a un livre sur la table.,spanish
sentence,Hay ___ en la habitación.,un libro,Il y a un livre dans la pièce.,spanish
sentence,Hay ___ cerca de la puerta.,un libro,Il y a un livre près de la porte.,spanish
sentence,Esta es la frase de práctica número ___ 298.,298,Ceci est la phrase d'entraînement numéro 298.,spanish
sentence,Esta es la frase de práctica número ___ 299.,299,Ceci est la phrase d'entraînement numéro 299.,spanish
sentence,Esta es la frase de práctica número ___ 300.,300,Ceci est la phrase d'entraînement numéro 300.,spanish
sentence,Esta es la frase de práctica número ___ 301.,301,Ceci est la phrase d'entraînement numéro 301.,spanish
sentence,Esta es la frase de práctica número ___ 302.,302,Ceci est la phrase d'entraînement numéro 302.,spanish
sentence,Esta es la frase de práctica número ___ 303.,303,Ceci est la phrase d'entraînement numéro 303.,spanish
sentence,Esta es la frase de práctica número ___ 304.,304,Ceci est la phrase d'entraînement numéro 304.,spanish
sentence,Esta es la frase de práctica número ___ 305.,305,Ceci est la phrase d'entraînement numéro 305.,spanish
sentence,Esta es la frase de práctica número ___ 306.,306,Ceci est la phrase d'entraînement numéro 306.,spanish
sentence,Esta es la frase de práctica número ___ 307.,307,Ceci est la phrase d'entraînement numéro 307.,spanish
sentence,Esta es la frase de práctica número ___ 308.,308,Ceci est la phrase d'entraînement numéro 308.,spanish
sentence,Esta es la frase de práctica número ___ 309.,309,Ceci est la phrase d'entraînement numéro 309.,spanish
sentence,Esta es la frase de práctica número ___ 310.,310,Ceci est la phrase d'entraînement numéro 310.,spanish
sentence,Esta es la frase de práctica número ___ 311.,311,Ceci est la phrase d'entraînement numéro 311.,spanish
sentence,Esta es la frase de práctica número ___ 312.,312,Ceci est la phrase d'entraînement numéro 312.,spanish
sentence,Esta es la frase de práctica número ___ 313.,313,Ceci est la phrase d'entraînement numéro 313.,spanish
sentence,Esta es la frase de práctica número ___ 314.,314,Ceci est la phrase d'entraînement numéro 314.,spanish
sentence,Esta es la frase de práctica número ___ 315.,315,Ceci est la phrase d'entraînement numéro 315.,spanish
sentence,Esta es la frase de práctica número ___ 316.,316,Ceci est la phrase d'entraînement numéro 316.,spanish
sentence,Esta es la frase de práctica número ___ 317.,317,Ceci est la phrase d'entraînement numéro 317.,spanish
sentence,Esta es la frase de práctica número ___ 318.,318,Ceci est la phrase d'entraînement numéro 318.,spanish
sentence,Esta es la frase de práctica número ___ 319.,319,Ceci est la phrase d'entraînement numéro 319.,spanish
sentence,Esta es la frase de práctica número ___ 320.,320,Ceci est la phrase d'entraînement numéro 320.,spanish
sentence,Esta es la frase de práctica número ___ 321.,321,Ceci est la phrase d'entraînement numéro 321.,spanish
sentence,Esta es la frase de práctica número ___ 322.,322,Ceci est la phrase d'entraînement numéro 322.,spanish
sentence,Esta es la frase de práctica número ___ 323.,323,Ceci est la phrase d'entraînement numéro 323.,spanish
sentence,Esta es la frase de práctica número ___ 324.,324,Ceci est la phrase d'entraînement numéro 324.,spanish
sentence,Esta es la frase de práctica número ___ 325.,325,Ceci est la phrase d'entraînement numéro 325.,spanish
sentence,Esta es la frase de práctica número ___ 326.,326,Ceci est la phrase d'entraînement numéro 326.,spanish
sentence,Esta es la frase de práctica número ___ 327.,327,Ceci est la phrase d'entraînement numéro 327.,spanish
sentence,Esta es la frase de práctica número ___ 328.,328,Ceci est la phrase d'entraînement numéro 328.,spanish
sentence,Esta es la frase de práctica número ___ 329.,329,Ceci est la phrase d'entraînement numéro 329.,spanish
sentence,Esta es la frase de práctica número ___ 330.,330,Ceci est la phrase d'entraînement numéro 330.,spanish
sentence,Esta es la frase de práctica número ___ 331.,331,Ceci est la phrase d'entraînement numéro 331.,spanish
sentence,Esta es la frase de práctica número ___ 332.,332,Ceci est la phrase d'entraînement numéro 332.,spanish
sentence,Esta es la frase de práctica número ___ 333.,333,Ceci est la phrase d'entraînement numéro 333.,spanish
sentence,Esta es la frase de práctica número ___ 334.,334,Ceci est la phrase d'entraînement numéro 334.,spanish
sentence,Esta es la frase de práctica número ___ 335.,335,Ceci est la phrase d'entraînement numéro 335.,spanish
sentence,Esta es la frase de práctica número ___ 336.,336,Ceci est la phrase d'entraînement numéro 336.,spanish
sentence,Esta es la frase de práctica número ___ 337.,337,Ceci est la phrase d'entraînement numéro 337.,spanish
sentence,Esta es la frase de práctica número ___ 338.,338,Ceci est la phrase d'entraînement numéro 338.,spanish
sentence,Esta es la frase de práctica número ___ 339.,339,Ceci est la phrase d'entraînement numéro 339.,spanish
sentence,Esta es la frase de práctica número ___ 340.,340,Ceci est la phrase d'entraînement numéro 340.,spanish
sentence,Esta es la frase de práctica número ___ 341.,341,Ceci est la phrase d'entraînement numéro 341.,spanish
sentence,Esta es la frase de práctica número ___ 342.,342,Ceci est la phrase d'entraînement numéro 342.,spanish
sentence,Esta es la frase de práctica número ___ 343.,343,Ceci est la phrase d'entraînement numéro 343.,spanish
sentence,Esta es la frase de práctica número ___ 344.,344,Ceci est la phrase d'entraînement numéro 344.,spanish
sentence,Esta es la frase de práctica número ___ 345.,345,Ceci est la phrase d'entraînement numéro 345.,spanish
sentence,Esta es la frase de práctica número ___ 346.,346,Ceci est la phrase d'entraînement numéro 346.,spanish
sentence,Esta es la frase de práctica número ___ 347.,347,Ceci est la phrase d'entraînement numéro 347.,spanish
sentence,Esta es la frase de práctica número ___ 348.,348,Ceci est la phrase d'entraînement numéro 348.,spanish
sentence,Esta es la frase de práctica número ___ 349.,349,Ceci est la phrase d'entraînement numéro 349.,spanish
sentence,Esta es la frase de práctica número ___ 350.,350,Ceci est la phrase d'entraînement numéro 350.,spanish
sentence,Esta es la frase de práctica número ___ 351.,351,Ceci est la phrase d'entraînement numéro 351.,spanish
sentence,Esta es la frase de práctica número ___ 352.,352,Ceci est la phrase d'entraînement numéro 352.,spanish
sentence,Esta es la frase de práctica número ___ 353.,353,Ceci est la phrase d'entraînement numéro 353.,spanish
sentence,Esta es la frase de práctica número ___ 354.,354,Ceci est la phrase d'entraînement numéro 354.,spanish
sentence,Esta es la frase de práctica número ___ 355.,355,Ceci est la phrase d'entraînement numéro 355.,spanish
sentence,Esta es la frase de práctica número ___ 356.,356,Ceci est la phrase d'entraînement numéro 356.,spanish
sentence,Esta es la frase de práctica número ___ 357.,357,Ceci est la phrase d'entraînement numéro 357.,spanish
sentence,Esta es la frase de práctica número ___ 358.,358,Ceci est la phrase d'entraînement numéro 358.,spanish
sentence,Esta es la frase de práctica número ___ 359.,359,Ceci est la phrase d'entraînement numéro 359.,spanish
sentence,Esta es la frase de práctica número ___ 360.,360,Ceci est la phrase d'entraînement numéro 360.,spanish
sentence,Esta es la frase de práctica número ___ 361.,361,Ceci est la phrase d'entraînement numéro 361.,spanish
sentence,Esta es la frase de práctica número ___ 362.,362,Ceci est la phrase d'entraînement numéro 362.,spanish
sentence,Esta es la frase de práctica número ___ 363.,363,Ceci est la phrase d'entraînement numéro 363.,spanish
sentence,Esta es la frase de práctica número ___ 364.,364,Ceci est la phrase d'entraînement numéro 364.,spanish
sentence,Esta es la frase de práctica número ___ 365.,365,Ceci est la phrase d'entraînement numéro 365.,spanish
sentence,Esta es la frase de práctica número ___ 366.,366,Ceci est la phrase d'entraînement numéro 366.,spanish
sentence,Esta es la frase de práctica número ___ 367.,367,Ceci est la phrase d'entraînement numéro 367.,spanish
sentence,Esta es la frase de práctica número ___ 368.,368,Ceci est la phrase d'entraînement numéro 368.,spanish
sentence,Esta es la frase de práctica número ___ 369.,369,Ceci est la phrase d'entraînement numéro 369.,spanish
sentence,Esta es la frase de práctica número ___ 370.,370,Ceci est la phrase d'entraînement numéro 370.,spanish
sentence,Esta es la frase de práctica número ___ 371.,371,Ceci est la phrase d'entraînement numéro 371.,spanish
sentence,Esta es la frase de práctica número ___ 372.,372,Ceci est la phrase d'entraînement numéro 372.,spanish
sentence,Esta es la frase de práctica número ___ 373.,373,Ceci est la phrase d'entraînement numéro 373.,spanish
sentence,Esta es la frase de práctica número ___ 374.,374,Ceci est la phrase d'entraînement numéro 374.,spanish
sentence,Esta es la frase de práctica número ___ 375.,375,Ceci est la phrase d'entraînement numéro 375.,spanish
sentence,Esta es la frase de práctica número ___ 376.,376,Ceci est la phrase d'entraînement numéro 376.,spanish
sentence,Esta es la frase de práctica número ___ 377.,377,Ceci est la phrase d'entraînement numéro 377.,spanish
sentence,Esta es la frase de práctica número ___ 378.,378,Ceci est la phrase d'entraînement numéro 378.,spanish
sentence,Esta es la frase de práctica número ___ 379.,379,Ceci est la phrase d'entraînement numéro 379.,spanish
sentence,Esta es la frase de práctica número ___ 380.,380,Ceci est la phrase d'entraînement numéro 380.,spanish
sentence,Esta es la frase de práctica número ___ 381.,381,Ceci est la phrase d'entraînement numéro 381.,spanish
sentence,Esta es la frase de práctica número ___ 382.,382,Ceci est la phrase d'entraînement numéro 382.,spanish
sentence,Esta es la frase de práctica número ___ 383.,383,Ceci est la phrase d'entraînement numéro 383.,spanish
sentence,Esta es la frase de práctica número ___ 384.,384,Ceci est la phrase d'entraînement numéro 384.,spanish
sentence,Esta es la frase de práctica número ___ 385.,385,Ceci est la phrase d'entraînement numéro 385.,spanish
sentence,Esta es la frase de práctica número ___ 386.,386,Ceci est la phrase d'entraînement numéro 386.,spanish
sentence,Esta es la frase de práctica número ___ 387.,387,Ceci est la phrase d'entraînement numéro 387.,spanish
sentence,Esta es la frase de práctica número ___ 388.,388,Ceci est la phrase d'entraînement numéro 388.,spanish
sentence,Esta es la frase de práctica número ___ 389.,389,Ceci est la phrase d'entraînement numéro 389.,spanish
sentence,Esta es la frase de práctica número ___ 390.,390,Ceci est la phrase d'entraînement numéro 390.,spanish
sentence,Esta es la frase de práctica número ___ 391.,391,Ceci est la phrase d'entraînement numéro 391.,spanish
sentence,Esta es la frase de práctica número ___ 392.,392,Ceci est la phrase d'entraînement numéro 392.,spanish
sentence,Esta es la frase de práctica número ___ 393.,393,Ceci est la phrase d'entraînement numéro 393.,spanish
sentence,Esta es la frase de práctica número ___ 394.,394,Ceci est la phrase d'entraînement numéro 394.,spanish
sentence,Esta es la frase de práctica número ___ 395.,395,Ceci est la phrase d'entraînement numéro 395.,spanish
sentence,Esta es la frase de práctica número ___ 396.,396,Ceci est la phrase d'entraînement numéro 396.,spanish
sentence,Esta es la frase de práctica número ___ 397.,397,Ceci est la phrase d'entraînement numéro 397.,spanish
sentence,Esta es la frase de práctica número ___ 398.,398,Ceci est la phrase d'entraînement numéro 398.,spanish
sentence,Esta es la frase de práctica número ___ 399.,399,Ceci est la phrase d'entraînement numéro 399.,spanish
sentence,Esta es la frase de práctica número ___ 400.,400,Ceci est la phrase d'entraînement numéro 400.,spanish
sentence,Esta es la frase de práctica número ___ 401.,401,Ceci est la phrase d'entraînement numéro 401.,spanish
sentence,Esta es la frase de práctica número ___ 402.,402,Ceci est la phrase d'entraînement numéro 402.,spanish
sentence,Esta es la frase de práctica número ___ 403.,403,Ceci est la phrase d'entraînement numéro 403.,spanish
sentence,Esta es la frase de práctica número ___ 404.,404,Ceci est la phrase d'entraînement numéro 404.,spanish
sentence,Esta es la frase de práctica número ___ 405.,405,Ceci est la phrase d'entraînement numéro 405.,spanish
sentence,Esta es la frase de práctica número ___ 406.,406,Ceci est la phrase d'entraînement numéro 406.,spanish
sentence,Esta es la frase de práctica número ___ 407.,407,Ceci est la phrase d'entraînement numéro 407.,spanish
sentence,Esta es la frase de práctica número ___ 408.,408,Ceci est la phrase d'entraînement numéro 408.,spanish
sentence,Esta es la frase de práctica número ___ 409.,409,Ceci est la phrase d'entraînement numéro 409.,spanish
sentence,Esta es la frase de práctica número ___ 410.,410,Ceci est la phrase d'entraînement numéro 410.,spanish
sentence,Esta es la frase de práctica número ___ 411.,411,Ceci est la phrase d'entraînement numéro 411.,spanish
sentence,Esta es la frase de práctica número ___ 412.,412,Ceci est la phrase d'entraînement numéro 412.,spanish
sentence,Esta es la frase de práctica número ___ 413.,413,Ceci est la phrase d'entraînement numéro 413.,spanish
sentence,Esta es la frase de práctica número ___ 414.,414,Ceci est la phrase d'entraînement numéro 414.,spanish
sentence,Esta es la frase de práctica número ___ 415.,415,Ceci est la phrase d'entraînement numéro 415.,spanish
sentence,Esta es la frase de práctica número ___ 416.,416,Ceci est la phrase d'entraînement numéro 416.,spanish
sentence,Esta es la frase de práctica número ___ 417.,417,Ceci est la phrase d'entraînement numéro 417.,spanish
sentence,Esta es la frase de práctica número ___ 418.,418,Ceci est la phrase d'entraînement numéro 418.,spanish
sentence,Esta es la frase de práctica número ___ 419.,419,Ceci est la phrase d'entraînement numéro 419.,spanish
sentence,Esta es la frase de práctica número ___ 420.,420,Ceci est la phrase d'entraînement numéro 420.,spanish
sentence,Esta es la frase de práctica número ___ 421.,421,Ceci est la phrase d'entraînement numéro 421.,spanish
sentence,Esta es la frase de práctica número ___ 422.,422,Ceci est la phrase d'entraînement numéro 422.,spanish
sentence,Esta es la frase de práctica número ___ 423.,423,Ceci est la phrase d'entraînement numéro 423.,spanish
sentence,Esta es la frase de práctica número ___ 424.,424,Ceci est la phrase d'entraînement numéro 424.,spanish
sentence,Esta es la frase de práctica número ___ 425.,425,Ceci est la phrase d'entraînement numéro 425.,spanish
sentence,Esta es la frase de práctica número ___ 426.,426,Ceci est la phrase d'entraînement numéro 426.,spanish
sentence,Esta es la frase de práctica número ___ 427.,427,Ceci est la phrase d'entraînement numéro 427.,spanish
sentence,Esta es la frase de práctica número ___ 428.,428,Ceci est la phrase d'entraînement numéro 428.,spanish
sentence,Esta es la frase de práctica número ___ 429.,429,Ceci est la phrase d'entraînement numéro 429.,spanish
sentence,Esta es la frase de práctica número ___ 430.,430,Ceci est la phrase d'entraînement numéro 430.,spanish
sentence,Esta es la frase de práctica número ___ 431.,431,Ceci est la phrase d'entraînement numéro 431.,spanish
sentence,Esta es la frase de práctica número ___ 432.,432,Ceci est la phrase d'entraînement numéro 432.,spanish
sentence,Esta es la frase de práctica número ___ 433.,433,Ceci est la phrase d'entraînement numéro 433.,spanish
sentence,Esta es la frase de práctica número ___ 434.,434,Ceci est la phrase d'entraînement numéro 434.,spanish
sentence,Esta es la frase de práctica número ___ 435.,435,Ceci est la phrase d'entraînement numéro 435.,spanish
sentence,Esta es la frase de práctica número ___ 436.,436,Ceci est la phrase d'entraînement numéro 436.,spanish
sentence,Esta es la frase de práctica número ___ 437.,437,Ceci est la phrase d'entraînement numéro 437.,spanish
sentence,Esta es la frase de práctica número ___ 438.,438,Ceci est la phrase d'entraînement numéro 438.,spanish
sentence,Esta es la frase de práctica número ___ 439.,439,Ceci est la phrase d'entraînement numéro 439.,spanish
sentence,Esta es la frase de práctica número ___ 440.,440,Ceci est la phrase d'entraînement numéro 440.,spanish
sentence,Esta es la frase de práctica número ___ 441.,441,Ceci est la phrase d'entraînement numéro 441.,spanish
sentence,Esta es la frase de práctica número ___ 442.,442,Ceci est la phrase d'entraînement numéro 442.,spanish
sentence,Esta es la frase de práctica número ___ 443.,443,Ceci est la phrase d'entraînement numéro 443.,spanish
sentence,Esta es la frase de práctica número ___ 444.,444,Ceci est la phrase d'entraînement numéro 444.,spanish
sentence,Esta es la frase de práctica número ___ 445.,445,Ceci est la phrase d'entraînement numéro 445.,spanish
sentence,Esta es la frase de práctica número ___ 446.,446,Ceci est la phrase d'entraînement numéro 446.,spanish
sentence,Esta es la frase de práctica número ___ 447.,447,Ceci est la phrase d'entraînement numéro 447.,spanish
sentence,Esta es la frase de práctica número ___ 448.,448,Ceci est la phrase d'entraînement numéro 448.,spanish
sentence,Esta es la frase de práctica número ___ 449.,449,Ceci est la phrase d'entraînement numéro 449.,spanish
sentence,Esta es la frase de práctica número ___ 450.,450,Ceci est la phrase d'entraînement numéro 450.,spanish
sentence,Esta es la frase de práctica número ___ 451.,451,Ceci est la phrase d'entraînement numéro 451.,spanish
sentence,Esta es la frase de práctica número ___ 452.,452,Ceci est la phrase d'entraînement numéro 452.,spanish
sentence,Esta es la frase de práctica número ___ 453.,453,Ceci est la phrase d'entraînement numéro 453.,spanish
sentence,Esta es la frase de práctica número ___ 454.,454,Ceci est la phrase d'entraînement numéro 454.,spanish
sentence,Esta es la frase de práctica número ___ 455.,455,Ceci est la phrase d'entraînement numéro 455.,spanish
sentence,Esta es la frase de práctica número ___ 456.,456,Ceci est la phrase d'entraînement numéro 456.,spanish
sentence,Esta es la frase de práctica número ___ 457.,457,Ceci est la phrase d'entraînement numéro 457.,spanish
sentence,Esta es la frase de práctica número ___ 458.,458,Ceci est la phrase d'entraînement numéro 458.,spanish
sentence,Esta es la frase de práctica número ___ 459.,459,Ceci est la phrase d'entraînement numéro 459.,spanish
sentence,Esta es la frase de práctica número ___ 460.,460,Ceci est la phrase d'entraînement numéro 460.,spanish
sentence,Esta es la frase de práctica número ___ 461.,461,Ceci est la phrase d'entraînement numéro 461.,spanish
sentence,Esta es la frase de práctica número ___ 462.,462,Ceci est la phrase d'entraînement numéro 462.,spanish
sentence,Esta es la frase de práctica número ___ 463.,463,Ceci est la phrase d'entraînement numéro 463.,spanish
sentence,Esta es la frase de práctica número ___ 464.,464,Ceci est la phrase d'entraînement numéro 464.,spanish
sentence,Esta es la frase de práctica número ___ 465.,465,Ceci est la phrase d'entraînement numéro 465.,spanish
sentence,Esta es la frase de práctica número ___ 466.,466,Ceci est la phrase d'entraînement numéro 466.,spanish
sentence,Esta es la frase de práctica número ___ 467.,467,Ceci est la phrase d'entraînement numéro 467.,spanish
sentence,Esta es la frase de práctica número ___ 468.,468,Ceci est la phrase d'entraînement numéro 468.,spanish
sentence,Esta es la frase de práctica número ___ 469.,469,Ceci est la phrase d'entraînement numéro 469.,spanish
sentence,Esta es la frase de práctica número ___ 470.,470,Ceci est la phrase d'entraînement numéro 470.,spanish
sentence,Esta es la frase de práctica número ___ 471.,471,Ceci est la phrase d'entraînement numéro 471.,spanish
sentence,Esta es la frase de práctica número ___ 472.,472,Ceci est la phrase d'entraînement numéro 472.,spanish
sentence,Esta es la frase de práctica número ___ 473.,473,Ceci est la phrase d'entraînement numéro 473.,spanish
sentence,Esta es la frase de práctica número ___ 474.,474,Ceci est la phrase d'entraînement numéro 474.,spanish
sentence,Esta es la frase de práctica número ___ 475.,475,Ceci est la phrase d'entraînement numéro 475.,spanish
sentence,Esta es la frase de práctica número ___ 476.,476,Ceci est la phrase d'entraînement numéro 476.,spanish
sentence,Esta es la frase de práctica número ___ 477.,477,Ceci est la phrase d'entraînement numéro 477.,spanish
sentence,Esta es la frase de práctica número ___ 478.,478,Ceci est la phrase d'entraînement numéro 478.,spanish
sentence,Esta es la frase de práctica número ___ 479.,479,Ceci est la phrase d'entraînement numéro 479.,spanish
sentence,Esta es la frase de práctica número ___ 480.,480,Ceci est la phrase d'entraînement numéro 480.,spanish
sentence,Esta es la frase de práctica número ___ 481.,481,Ceci est la phrase d'entraînement numéro 481.,spanish
sentence,Esta es la frase de práctica número ___ 482.,482,Ceci est la phrase d'entraînement numéro 482.,spanish
sentence,Esta es la frase de práctica número ___ 483.,483,Ceci est la phrase d'entraînement numéro 483.,spanish
sentence,Esta es la frase de práctica número ___ 484.,484,Ceci est la phrase d'entraînement numéro 484.,spanish
sentence,Esta es la frase de práctica número ___ 485.,485,Ceci est la phrase d'entraînement numéro 485.,spanish
sentence,Esta es la frase de práctica número ___ 486.,486,Ceci est la phrase d'entraînement numéro 486.,spanish
sentence,Esta es la frase de práctica número ___ 487.,487,Ceci est la phrase d'entraînement numéro 487.,spanish
sentence,Esta es la frase de práctica número ___ 488.,488,Ceci est la phrase d'entraînement numéro 488.,spanish
sentence,Esta es la frase de práctica número ___ 489.,489,Ceci est la phrase d'entraînement numéro 489.,spanish
sentence,Esta es la frase de práctica número ___ 490.,490,Ceci est la phrase d'entraînement numéro 490.,spanish
sentence,Esta es la frase de práctica número ___ 491.,491,Ceci est la phrase d'entraînement numéro 491.,spanish
